id,carat,cut,color,clarity,depth,table,x,y,z,price
8511,0.7,Ideal,E,VS2,61.8,56.0,5.67,5.7,3.53,2998
3083,0.72,Very Good,E,SI2,61.1,58.0,5.77,5.82,3.53,2372
632,0.3,Very Good,E,VS2,62.1,59.0,4.26,4.3,2.66,598
6813,0.42,Premium,D,VVS2,60.5,59.0,4.83,4.86,2.92,1257
2493,0.91,Premium,D,SI1,60.9,58.0,6.21,6.25,3.8,4086
2665,0.52,Premium,E,SI2,61.5,59.0,5.12,5.16,3.16,1135
8652,1.53,Ideal,H,VS2,60.4,59.0,7.48,7.54,4.53,13254
9489,1.04,Very Good,G,SI2,63.1,56.0,6.41,6.45,4.07,4676
8629,0.34,Ideal,G,VS2,61.7,56.0,4.48,4.52,2.78,565
4211,0.23,Very Good,E,VS1,61.2,59.0,3.95,3.97,2.42,428
3874,0.34,Ideal,E,VS2,62.1,56.0,4.5,4.52,2.79,860
2817,0.34,Ideal,H,VS2,60.8,56.0,4.47,4.49,2.72,596
8422,1.14,Ideal,G,VVS2,61.8,56.0,6.68,6.7,4.13,9475
9995,0.31,Premium,I,VS1,61.1,60.0,4.35,4.32,2.66,544
7426,0.4,Ideal,H,VVS1,61.7,56.0,4.72,4.74,2.92,1044
8765,1.25,Premium,G,VS2,61.2,58.0,7.01,6.97,4.28,7443
8632,0.33,Premium,E,SI1,58.9,60.0,4.59,4.55,2.69,723
9370,0.91,Premium,D,SI2,61.9,59.0,6.24,6.19,3.85,3639
1735,1.36,Very Good,J,SI1,62.0,57.0,7.1,7.14,4.4,5543
7397,1.12,Ideal,H,SI1,62.0,56.0,6.67,6.7,4.14,4991
4255,1.01,Very Good,E,SI1,59.3,58.0,6.52,6.55,3.88,4955
8655,0.79,Very Good,F,SI1,62.2,58.0,5.92,5.95,3.69,2795
2475,0.71,Very Good,F,VS1,62.4,59.0,5.66,5.69,3.55,2720
10166,0.5,Ideal,E,SI1,61.4,55.0,5.1,5.15,3.15,1389
3713,1.2,Ideal,G,SI1,62.6,57.0,6.76,6.81,4.25,6355
9147,1.03,Ideal,G,VS1,61.9,56.0,6.47,6.51,4.02,7426
1804,1.23,Ideal,H,VS2,62.0,55.0,6.91,6.86,4.26,7223
707,0.31,Ideal,H,VS1,62.3,56.0,4.29,4.34,2.69,507
9362,1.01,Ideal,F,SI2,62.1,57.0,6.37,6.43,3.98,3950
5189,0.32,Ideal,F,VVS2,61.0,57.0,4.46,4.43,2.71,778
5472,0.33,Ideal,H,VS2,61.7,55.0,4.42,4.46,2.75,620
72,0.75,Very Good,E,SI1,62.1,58.0,5.79,5.82,3.61,2705
7843,0.31,Ideal,G,SI1,61.3,54.0,4.38,4.41,2.69,641
5101,1.59,Very Good,H,VS2,62.5,57.0,7.44,7.47,4.67,11786
6764,0.35,Ideal,E,SI2,60.9,56.0,4.55,4.53,2.77,630
1125,0.61,Ideal,G,VVS1,62.0,55.0,5.45,5.49,3.39,2633
1241,1.51,Premium,E,VS2,61.5,59.0,7.37,7.31,4.51,14844
8970,1.59,Ideal,G,VS2,62.7,56.0,7.44,7.42,4.67,14330
2349,1.0,Very Good,E,SI2,62.4,57.0,6.4,6.37,3.98,4028
6602,0.9,Premium,G,SI1,60.4,56.0,6.32,6.27,3.78,4126
6780,1.1,Premium,E,SI1,60.0,61.0,6.72,6.67,4.01,4948
4358,0.71,Good,F,VS2,65.2,58.0,5.62,5.57,3.64,2826
1343,0.32,Ideal,G,VVS1,62.7,55.0,4.43,4.39,2.76,1104
10170,1.7,Premium,G,SI1,62.9,58.0,7.59,7.5,4.74,9570
8843,0.41,Ideal,H,IF,61.4,56.0,4.8,4.83,2.95,1076
9751,0.41,Ideal,E,VS1,62.1,54.0,4.8,4.76,2.97,1044
6652,1.65,Ideal,G,VS2,62.0,57.0,7.53,7.58,4.69,13047
1100,1.01,Good,G,SI1,63.7,59.0,6.28,6.31,4.02,4400
7327,1.55,Ideal,J,VS1,61.6,55.0,7.47,7.42,4.59,10711
7622,0.42,Very Good,D,SI1,61.9,59.0,4.77,4.79,2.96,810
987,2.02,Premium,H,SI1,62.5,59.0,8.07,7.99,5.03,17452
2852,1.58,Ideal,G,VVS2,61.9,55.0,7.51,7.49,4.64,10838
630,0.23,Very Good,F,VVS2,62.2,55.0,3.98,4.0,2.47,505
1249,0.6,Ideal,E,SI1,61.9,56.0,5.4,5.44,3.36,1622
3179,2.01,Very Good,F,SI2,63.5,56.0,7.98,8.01,5.05,17063
482,0.34,Ideal,G,VVS1,61.6,56.0,4.5,4.53,2.78,1124
3040,2.01,Good,H,VS2,64.5,59.0,7.86,7.94,5.07,17523
5010,0.33,Ideal,F,VVS2,61.7,57.0,4.45,4.47,2.75,761
8891,0.71,Ideal,J,SI1,60.9,56.0,5.77,5.8,3.52,1926
7000,0.3,Very Good,G,VS1,62.6,60.0,4.21,4.25,2.65,605
3273,0.32,Ideal,F,VVS1,61.5,56.0,4.43,4.46,2.73,912
7227,1.12,Ideal,G,VS2,61.9,56.0,6.69,6.67,4.14,6230
3683,0.9,Premium,D,SI2,61.9,56.0,6.18,6.2,3.83,3461
6674,0.91,Ideal,G,SI1,61.1,56.0,6.2,6.29,3.81,3936
6807,0.5,Very Good,E,VS2,62.6,57.0,5.06,5.03,3.16,1577
9915,0.59,Very Good,F,VS1,62.8,60.0,5.31,5.34,3.34,2062
1316,1.02,Ideal,H,SI1,60.9,57.0,6.5,6.51,3.97,4836
3225,2.18,Premium,I,SI2,60.7,58.0,8.38,8.34,5.09,12765
1072,1.55,Premium,E,SI1,59.3,58.0,7.56,7.61,4.5,10874
4815,0.54,Premium,H,VS1,60.6,58.0,5.31,5.26,3.21,1633
8614,0.42,Ideal,E,VS2,62.1,54.0,4.81,4.84,2.99,825
5752,0.91,Very Good,H,VS1,63.4,56.0,6.12,6.09,3.87,3951
9316,0.3,Very Good,E,VS1,63.5,57.0,4.2,4.24,2.68,731
4616,0.32,Ideal,H,VS2,61.4,56.0,4.41,4.42,2.71,505
3097,2.01,Premium,F,SI2,62.9,58.0,8.01,7.94,4.99,17407
6869,0.31,Premium,H,VS2,62.9,59.0,4.27,4.3,2.7,628
1300,0.33,Ideal,G,IF,60.6,57.0,4.47,4.49,2.72,984
7285,1.01,Premium,E,SI2,61.3,58.0,6.46,6.41,3.94,4642
6284,0.57,Premium,E,VS1,62.0,56.0,5.32,5.35,3.32,1830
5495,0.77,Premium,E,VS2,59.0,59.0,6.03,6.09,3.51,3189
5291,0.38,Ideal,F,VS1,61.8,54.0,4.67,4.7,2.9,1107
1798,0.72,Ideal,G,VVS2,61.5,57.0,5.75,5.78,3.55,2993
5203,0.4,Very Good,G,SI1,62.8,54.0,4.72,4.76,2.98,700
8227,0.35,Very Good,E,VVS2,58.3,59.0,4.62,4.58,2.71,995
5047,0.51,Very Good,E,VS1,60.2,57.0,5.16,5.2,3.13,1799
6441,0.45,Good,D,VS1,56.3,61.0,5.05,5.11,2.87,1356
8105,0.3,Premium,D,VVS2,62.9,59.0,4.26,4.29,2.69,1013
2359,0.9,Ideal,H,VS1,62.1,57.0,6.06,6.19,3.8,4466
9552,0.9,Good,F,SI1,63.7,58.0,6.11,6.15,3.9,3819
3654,1.51,Premium,I,VS1,62.3,59.0,7.36,7.3,4.57,10350
7052,1.04,Ideal,H,SI1,61.4,56.0,6.51,6.54,4.0,5132
1286,2.0,Premium,F,SI2,62.6,57.0,8.04,7.99,5.03,16170
9297,0.72,Ideal,G,VS1,61.2,59.0,5.77,5.75,3.53,2989
4445,1.24,Ideal,H,SI1,62.3,55.0,6.89,6.84,4.28,6846
2137,0.51,Premium,G,VVS2,62.4,59.0,5.11,5.09,3.18,1890
6787,0.26,Very Good,F,VVS1,62.4,58.0,4.08,4.1,2.55,586
9929,1.01,Good,E,SI1,63.9,58.0,6.34,6.28,4.05,4864
8670,0.44,Ideal,G,SI1,61.1,56.0,4.92,4.9,3.01,990
9136,1.01,Premium,H,SI2,59.8,59.0,6.51,6.54,3.9,3856
6894,0.24,Very Good,D,VS2,61.8,59.0,3.98,4.01,2.48,419
8731,0.54,Ideal,F,SI2,60.8,56.0,5.26,5.33,3.22,1196
7151,0.72,Ideal,F,VVS2,61.7,55.0,5.76,5.8,3.56,3902
963,0.34,Premium,H,VS2,61.0,60.0,4.48,4.53,2.74,537
6012,1.01,Good,F,SI2,64.4,58.0,6.33,6.26,4.05,4426
4882,0.3,Ideal,E,VVS2,60.8,57.0,4.37,4.39,2.66,742
140,0.52,Very Good,F,VS2,62.5,59.0,5.11,5.13,3.2,1389
9202,0.3,Ideal,E,VS2,61.7,55.0,4.29,4.33,2.66,658
6936,1.06,Ideal,J,VS2,61.1,57.0,6.58,6.63,4.03,4378
6542,1.28,Good,G,I1,57.5,61.0,7.16,7.0,4.19,3906
5243,0.73,Ideal,D,SI1,61.0,57.0,5.85,5.89,3.57,3175
4431,0.98,Very Good,H,SI1,63.1,60.0,6.24,6.28,3.95,3689
406,1.01,Ideal,D,SI1,60.3,57.0,6.53,6.58,3.94,5544
8212,0.55,Ideal,D,VS2,61.2,56.0,5.28,5.3,3.24,1919
8530,0.34,Ideal,G,VVS1,61.0,56.0,4.5,4.54,2.75,984
8790,1.06,Premium,E,SI2,61.8,58.0,6.54,6.57,4.06,4782
8234,0.6,Ideal,E,VS1,61.2,56.0,5.45,5.43,3.33,2032
4399,0.73,Ideal,G,VVS2,61.8,56.0,5.74,5.79,3.56,3316
5252,1.02,Premium,G,VS1,62.8,59.0,6.42,6.37,4.01,6529
11,0.23,Ideal,E,VVS2,62.0,57.0,3.96,3.98,2.46,505
4760,0.32,Very Good,G,VS2,61.8,57.0,4.36,4.41,2.71,561
1177,0.42,Ideal,H,VS1,62.0,57.0,4.81,4.85,3.0,1048
2863,0.33,Ideal,D,VVS2,61.2,55.0,4.47,4.5,2.75,713
6471,1.0,Good,E,SI2,63.3,59.0,6.34,6.31,4.01,3968
6228,0.31,Ideal,E,IF,62.0,54.0,4.36,4.38,2.71,956
2989,0.3,Ideal,E,VS2,61.1,57.0,4.36,4.33,2.65,844
7117,0.54,Ideal,E,SI1,62.5,55.0,5.24,5.21,3.27,1778
7010,0.3,Premium,G,SI1,61.7,58.0,4.34,4.29,2.66,574
8718,0.6,Ideal,F,SI1,61.8,57.0,5.37,5.4,3.33,1547
1440,0.85,Premium,D,SI2,59.4,59.0,6.19,6.14,3.66,3210
9924,0.63,Ideal,E,VS2,60.9,56.0,5.51,5.53,3.37,1905
2875,0.56,Ideal,G,SI1,62.0,57.0,5.29,5.34,3.29,1238
9269,0.72,Very Good,D,SI2,63.3,57.0,5.72,5.65,3.6,2370
8953,1.2,Premium,I,VS2,61.1,59.0,6.81,6.75,4.15,5816
7232,0.32,Ideal,F,VVS1,62.7,57.0,4.38,4.34,2.73,814
3726,0.41,Ideal,D,VVS2,61.3,56.0,4.79,4.82,2.94,1276
2772,0.3,Good,G,SI2,63.8,55.0,4.26,4.28,2.73,382
454,0.33,Premium,G,VVS1,61.9,59.0,4.41,4.43,2.74,868
8189,1.54,Very Good,I,VS1,63.2,57.0,7.31,7.36,4.64,10499
1367,1.5,Ideal,G,SI1,61.2,56.0,7.39,7.32,4.5,10082
3712,2.01,Very Good,G,SI2,60.5,59.0,8.14,8.17,4.94,15394
10032,0.3,Very Good,G,VVS2,62.9,58.0,4.26,4.28,2.69,684
1388,0.9,Very Good,G,VVS1,61.9,59.0,6.18,6.16,3.82,5252
1000,1.0,Premium,G,SI2,63.0,54.0,6.34,6.27,3.99,3920
7761,1.01,Premium,F,SI1,60.1,61.0,6.48,6.51,3.89,4620
3553,0.43,Ideal,E,VS2,62.0,56.0,4.78,4.83,2.98,981
4114,1.5,Premium,G,VS2,62.1,61.0,7.29,7.32,4.54,15568
1667,0.41,Premium,G,VS2,61.3,59.0,4.73,4.77,2.91,1061
3173,1.1,Ideal,F,VS2,61.1,55.0,6.71,6.67,4.09,7340
9569,0.3,Good,G,SI1,63.7,55.0,4.27,4.32,2.75,477
488,0.3,Ideal,G,SI2,62.5,57.0,4.24,4.28,2.66,394
3230,1.24,Very Good,I,VVS2,61.7,56.0,6.88,6.91,4.26,8575
3828,0.58,Ideal,G,VS2,62.2,55.0,5.33,5.37,3.33,1698
9946,0.58,Ideal,D,SI1,61.3,55.0,5.41,5.34,3.3,1777
5208,0.71,Ideal,G,VS2,60.5,56.0,5.79,5.76,3.5,2852
7848,1.2,Ideal,H,VS2,61.4,56.0,6.84,6.8,4.19,7098
5704,1.29,Good,D,VS2,63.7,58.0,6.89,6.82,4.35,9257
9816,0.33,Ideal,G,VS1,61.8,56.0,4.46,4.49,2.77,681
8133,0.9,Very Good,J,SI1,62.9,60.0,6.1,6.14,3.85,3299
703,0.32,Ideal,G,IF,61.6,56.0,4.41,4.44,2.72,956
5105,0.71,Good,G,SI1,63.7,56.0,5.63,5.7,3.61,2388
9061,0.51,Premium,F,SI1,61.8,58.0,5.16,5.11,3.17,1151
3291,0.34,Very Good,D,SI1,63.1,56.0,4.4,4.42,2.78,807
8125,0.26,Very Good,E,VS2,62.2,57.0,4.06,4.08,2.54,449
9808,0.41,Ideal,I,VVS1,62.4,54.0,4.79,4.77,2.98,798
9191,0.53,Very Good,F,VVS2,61.0,56.0,5.21,5.26,3.2,2016
4909,1.01,Ideal,D,SI2,61.1,57.0,6.52,6.49,3.97,5430
4440,0.31,Ideal,F,IF,62.0,57.0,4.34,4.37,2.7,929
986,0.73,Very Good,E,SI1,62.5,58.0,5.73,5.75,3.59,2609
9408,0.3,Very Good,I,SI1,62.6,57.0,4.25,4.29,2.67,394
9232,1.22,Premium,H,SI2,62.0,54.0,6.89,6.84,4.25,5387
7705,0.7,Ideal,F,SI2,62.8,57.0,5.66,5.7,3.57,2298
6257,0.71,Ideal,F,VS1,60.9,56.0,5.76,5.79,3.52,3710
6089,0.73,Very Good,H,VVS2,60.5,58.0,5.83,5.85,3.53,2682
5238,0.34,Premium,G,VS2,60.9,58.0,4.55,4.51,2.75,616
1198,0.3,Ideal,H,VS2,62.3,54.0,4.31,4.33,2.69,473
9240,0.34,Premium,E,VS2,60.0,62.0,4.54,4.59,2.74,768
7519,0.61,Premium,G,VS2,60.8,61.0,5.41,5.43,3.29,2045
6812,2.18,Premium,I,VS2,62.9,58.0,8.29,8.25,5.2,17759
8320,0.56,Ideal,E,VS1,61.7,55.0,5.3,5.35,3.28,2083
7175,0.54,Ideal,G,SI2,62.0,55.0,5.24,5.26,3.25,1161
4470,1.22,Very Good,I,SI1,60.2,58.0,6.94,7.0,4.18,6318
891,0.52,Ideal,F,VS2,60.9,57.0,5.19,5.21,3.17,1605
1969,0.71,Very Good,G,VS2,63.3,58.0,5.66,5.69,3.59,2461
5757,0.32,Very Good,G,SI1,63.0,58.0,4.33,4.38,2.74,477
6527,0.7,Very Good,G,SI1,63.4,59.0,5.6,5.64,3.56,2175
6294,1.01,Very Good,I,VS2,63.3,58.0,6.3,6.37,4.01,4201
7595,0.34,Ideal,G,VS2,62.3,54.0,4.49,4.53,2.81,626
3249,0.7,Very Good,D,SI1,60.4,56.0,5.71,5.74,3.46,2604
6570,1.0,Premium,E,VS2,60.8,58.0,6.5,6.47,3.94,6720
6638,0.54,Ideal,G,VS1,61.8,56.0,5.22,5.28,3.24,1581
7351,0.9,Premium,I,SI2,62.0,60.0,6.15,6.19,3.83,3001
9343,0.31,Ideal,G,VS1,60.9,57.0,4.38,4.42,2.68,645
7473,0.52,Ideal,D,SI1,60.9,56.0,5.19,5.21,3.16,1577
9376,0.6,Premium,D,VVS2,61.6,55.0,5.46,5.43,3.35,2815
9562,0.53,Ideal,E,VS2,62.2,55.0,5.18,5.16,3.22,1607
1239,1.0,Ideal,E,SI1,61.0,57.0,6.46,6.41,3.92,5356
2289,0.9,Good,H,SI2,63.4,56.0,6.13,6.1,3.88,3093
2740,0.3,Ideal,H,VVS2,60.9,57.0,4.36,4.37,2.66,605
8467,1.05,Ideal,E,SI2,62.7,57.0,6.47,6.53,4.08,4636
4585,1.15,Ideal,I,VS2,62.0,56.0,6.7,6.76,4.17,5506
1229,1.13,Ideal,H,I1,61.5,56.0,6.73,6.69,4.12,3534
6980,0.3,Ideal,E,VS2,61.3,58.0,4.31,4.33,2.64,670
5178,1.01,Premium,D,SI2,59.6,62.0,6.57,6.47,3.89,4256
4293,0.51,Ideal,E,SI1,61.7,56.0,5.1,5.17,3.17,1337
1058,1.32,Ideal,H,SI1,62.1,57.0,7.03,6.99,4.35,6728
6262,1.0,Ideal,H,SI1,61.6,56.0,6.39,6.43,3.95,3696
281,1.3,Good,D,SI2,60.2,61.0,7.08,7.04,4.24,6062
968,1.02,Ideal,G,SI1,63.0,57.0,6.43,6.37,4.02,5398
3953,0.51,Ideal,E,VS2,62.3,56.0,5.08,5.11,3.17,1662
1939,1.02,Very Good,E,SI2,60.0,61.0,6.5,6.56,3.92,4949
8620,0.3,Ideal,D,VS1,61.8,57.0,4.3,4.32,2.66,685
1274,2.0,Very Good,D,SI2,60.3,63.0,8.08,8.13,4.91,17231
619,0.34,Ideal,F,SI1,60.7,56.0,4.56,4.58,2.78,616
8663,1.01,Ideal,D,SI2,59.9,60.0,6.54,6.46,3.92,4513
1742,0.36,Ideal,E,SI1,62.7,55.0,4.55,4.49,2.84,755
1390,0.41,Premium,D,VS2,61.0,59.0,4.8,4.77,2.92,1253
2203,0.35,Very Good,I,VS2,60.7,62.0,4.52,4.57,2.76,491
3568,0.73,Premium,E,SI2,60.8,59.0,5.81,5.78,3.52,2655
6116,1.02,Ideal,I,SI1,62.1,57.0,6.44,6.41,3.99,4372
10151,1.01,Good,D,SI2,63.3,59.0,6.32,6.36,4.01,5006
6052,2.02,Ideal,E,SI2,61.6,56.0,8.13,8.09,5.0,16778
3178,0.38,Ideal,I,VS2,61.2,56.0,4.65,4.68,2.86,812
3192,0.44,Ideal,D,VVS2,61.6,56.0,4.93,4.9,3.03,1574
6099,0.72,Ideal,E,SI2,61.8,55.0,5.73,5.76,3.55,2406
7029,1.12,Good,F,SI2,63.7,59.0,6.63,6.6,4.22,4224
575,0.7,Very Good,H,SI1,62.2,57.0,5.68,5.66,3.52,2331
6656,0.32,Ideal,F,VVS1,61.9,56.0,4.37,4.39,2.71,926
7115,0.32,Ideal,F,VVS2,61.7,54.0,4.38,4.4,2.71,800
8968,0.59,Ideal,F,VS1,61.8,56.0,5.38,5.41,3.33,2092
6276,1.12,Premium,G,VVS2,62.0,59.0,6.65,6.73,4.15,8296
9153,1.13,Ideal,F,SI1,61.9,57.0,6.64,6.69,4.11,5647
5897,0.52,Ideal,G,SI1,62.2,56.0,5.14,5.18,3.21,1323
5724,1.19,Premium,I,VS2,62.2,60.0,6.83,6.78,4.23,5000
269,0.31,Ideal,D,VVS2,62.6,57.0,4.3,4.32,2.7,816
629,1.07,Premium,D,SI1,61.3,59.0,6.54,6.57,4.02,6366
3081,1.53,Premium,I,VS1,60.8,59.0,7.39,7.43,4.52,8835
3466,0.41,Ideal,D,VVS2,60.2,59.0,4.77,4.81,2.89,1262
6430,1.25,Very Good,I,VVS1,60.9,61.0,6.9,6.99,4.23,7862
9483,0.7,Ideal,F,SI1,61.9,56.0,5.69,5.72,3.53,2781
7062,1.0,Premium,E,SI2,62.7,57.0,6.38,6.3,3.98,3713
9904,0.41,Ideal,H,VVS2,62.2,57.0,4.78,4.79,2.98,877
5543,0.42,Good,F,SI1,63.7,57.0,4.75,4.77,3.04,919
4356,0.42,Ideal,G,VS2,62.1,54.0,4.79,4.82,2.98,825
2113,0.63,Premium,H,VVS2,61.9,59.0,5.46,5.39,3.36,2313
8219,0.41,Premium,E,VS1,60.2,59.0,4.79,4.83,2.89,1154
3216,0.74,Very Good,F,SI2,63.1,56.0,5.76,5.72,3.63,2188
3814,0.32,Ideal,D,VS2,63.0,54.0,4.37,4.4,2.77,758
8321,1.02,Premium,G,SI2,59.8,59.0,6.46,6.42,3.88,3656
8751,0.34,Ideal,F,VS2,62.5,55.0,4.49,4.48,2.8,880
2278,0.4,Ideal,E,VS1,61.5,56.0,4.74,4.72,2.91,1125
4599,1.09,Premium,H,VS1,62.8,56.0,6.62,6.56,4.14,5466
13,0.31,Ideal,G,VVS1,61.8,56.0,4.37,4.39,2.71,789
9397,0.6,Ideal,F,VS1,60.9,56.0,5.39,5.43,3.28,2123
1525,0.5,Good,G,SI1,60.9,61.0,5.12,5.03,3.08,1232
2365,0.7,Ideal,E,SI2,61.0,56.0,5.72,5.77,3.51,2453
4648,0.54,Ideal,G,VVS1,60.1,57.0,5.25,5.3,3.19,2080
374,1.01,Good,E,VS1,63.4,61.0,6.31,6.37,4.02,7589
8681,1.54,Premium,D,VS2,62.7,57.0,7.43,7.36,4.62,15802
6477,0.5,Good,E,SI2,63.8,55.0,5.08,5.12,3.25,1077
525,1.01,Very Good,E,SI2,62.5,57.0,6.33,6.37,3.99,4925
6895,0.39,Ideal,E,VS1,61.1,54.0,4.73,4.75,2.9,1001
3591,0.72,Ideal,G,VS2,61.3,57.0,5.77,5.81,3.54,2519
7904,1.44,Premium,G,VS2,62.3,58.0,7.23,7.18,4.48,11089
2958,0.31,Ideal,I,VS1,62.3,57.0,4.33,4.38,2.71,623
529,1.13,Premium,I,SI2,61.8,59.0,6.69,6.64,4.12,4206
3714,1.06,Ideal,H,VVS1,61.9,56.0,6.56,6.53,4.06,9576
4732,1.05,Premium,D,SI1,62.3,56.0,6.49,6.54,4.06,5688
1394,2.01,Premium,H,SI2,62.5,60.0,7.98,8.04,4.99,13991
5631,1.01,Good,E,SI1,63.1,55.0,6.34,6.38,4.01,5342
6563,0.33,Ideal,F,VVS1,60.9,56.0,4.5,4.48,2.74,939
4703,0.91,Good,G,SI2,63.3,59.0,6.08,6.11,3.86,3503
1712,1.0,Very Good,G,VVS2,62.2,60.0,6.34,6.41,3.97,8442
9933,0.3,Ideal,G,VS2,62.2,55.0,4.36,4.33,2.7,675
955,0.49,Ideal,H,SI2,60.7,55.0,5.12,5.14,3.12,1020
6675,0.26,Ideal,D,VVS2,62.1,56.0,4.11,4.13,2.56,799
3453,0.52,Good,I,SI1,63.8,57.0,5.0,5.05,3.2,1097
8595,1.52,Premium,G,VS1,60.6,59.0,7.43,7.37,4.48,14165
2071,0.31,Ideal,G,VVS2,62.0,54.0,4.35,4.36,2.7,708
9917,0.53,Premium,G,VS1,61.6,58.0,5.29,5.25,3.24,1827
158,0.33,Ideal,I,VVS2,62.0,57.0,4.41,4.38,2.72,579
7005,0.41,Premium,G,VS2,61.4,59.0,4.8,4.75,2.93,1061
352,0.41,Ideal,I,VVS2,61.3,57.0,4.83,4.75,2.94,1061
6078,0.96,Very Good,H,VS1,62.4,54.0,6.27,6.32,3.92,4720
6236,1.05,Ideal,I,VS1,62.2,57.0,6.49,6.56,4.06,4793
2920,0.38,Ideal,G,VS1,61.1,56.0,4.69,4.72,2.88,983
8503,1.01,Premium,H,SI1,60.8,59.0,6.48,6.45,3.94,5455
4644,1.01,Ideal,J,VS1,61.7,54.0,6.51,6.46,4.0,4111
661,0.4,Ideal,G,VVS1,61.4,56.0,4.76,4.79,2.93,1068
7057,0.86,Premium,G,SI2,61.5,57.0,6.16,6.13,3.78,2886
3665,1.54,Premium,I,VS1,62.5,58.0,7.37,7.3,4.58,11094
7979,2.04,Very Good,F,SI2,59.9,56.0,8.26,8.21,4.93,12386
306,0.51,Ideal,H,VS2,61.9,55.0,5.17,5.14,3.19,1356
4790,0.7,Premium,D,VS2,59.4,60.0,5.79,5.75,3.45,2608
2356,2.08,Ideal,I,SI2,62.2,55.0,8.18,8.13,5.08,17050
1927,0.31,Ideal,E,VS2,60.8,57.0,4.41,4.38,2.67,773
9503,2.1,Premium,G,SI1,62.7,59.0,8.21,8.16,5.12,14732
3427,0.51,Very Good,H,SI1,63.1,58.0,5.05,5.1,3.2,1144
3638,0.5,Ideal,D,SI1,62.6,55.0,5.05,5.1,3.18,1654
1266,1.52,Premium,H,VS1,59.1,60.0,7.48,7.45,4.43,11815
1560,1.03,Ideal,F,VS1,61.8,57.0,6.45,6.51,4.01,7632
7179,0.7,Good,G,SI1,63.6,58.0,5.6,5.63,3.57,2344
4109,1.52,Premium,E,SI2,59.6,60.0,7.53,7.48,4.49,10483
7867,0.71,Ideal,F,SI1,61.9,55.0,5.69,5.72,3.54,2401
4904,0.5,Very Good,G,SI1,63.2,59.0,5.04,5.07,3.19,1181
7294,0.71,Very Good,G,VS1,62.3,59.0,5.71,5.67,3.55,2922
514,0.74,Premium,G,SI1,62.2,60.0,5.77,5.8,3.59,2512
894,1.01,Very Good,H,SI1,63.1,57.0,6.32,6.34,3.99,4678
8601,1.0,Premium,E,SI2,59.9,58.0,6.47,6.51,3.89,4194
21,0.39,Ideal,E,VS2,61.6,54.0,4.67,4.72,2.89,853
899,0.9,Ideal,H,VS2,62.3,54.0,6.19,6.23,3.86,3819
207,1.36,Ideal,E,VVS1,62.1,58.0,7.03,7.06,4.39,15193
458,1.03,Ideal,G,VS1,62.3,57.0,6.46,6.49,4.03,8341
2430,1.52,Premium,G,VVS1,60.2,59.0,7.53,7.49,4.53,14867
8442,2.14,Premium,I,VS2,59.8,61.0,8.39,8.28,5.0,17172
3389,0.9,Very Good,H,VS1,61.8,60.0,6.18,6.16,3.81,4637
3911,0.73,Premium,H,SI1,61.2,57.0,5.79,5.76,3.54,2196
5383,0.4,Very Good,F,SI1,62.3,56.0,4.71,4.76,2.94,716
552,0.32,Ideal,E,VS2,61.4,56.0,4.41,4.37,2.7,900
3144,0.59,Premium,G,VVS2,60.6,57.0,5.45,5.48,3.32,2415
6917,0.32,Ideal,G,VS2,62.1,56.0,4.41,4.44,2.75,689
2056,0.51,Very Good,G,VS2,62.9,58.0,5.05,5.08,3.19,1577
1925,0.35,Premium,E,SI1,60.7,60.0,4.56,4.52,2.75,788
634,1.08,Ideal,D,SI2,62.1,56.0,6.55,6.52,4.06,4898
6082,0.5,Premium,E,VS2,61.0,58.0,5.14,5.09,3.14,1646
8508,0.41,Ideal,I,VVS2,60.0,57.0,4.85,4.82,2.9,827
9581,1.08,Ideal,F,SI2,61.8,56.0,6.57,6.55,4.06,4120
9855,1.54,Very Good,H,SI2,59.2,56.0,7.54,7.49,4.44,9667
8619,0.55,Ideal,E,SI2,61.8,57.0,5.22,5.26,3.24,1207
105,1.25,Premium,H,VS2,62.6,59.0,6.88,6.83,4.29,7385
3041,0.74,Very Good,E,VS2,61.6,57.0,5.8,5.82,3.58,2930
1709,0.71,Ideal,G,VS1,62.2,56.0,5.7,5.72,3.55,2805
89,0.57,Very Good,D,VS2,59.9,57.0,5.33,5.37,3.22,1949
7014,0.4,Premium,H,VVS2,60.9,58.0,4.74,4.76,2.9,1125
3174,0.9,Premium,E,SI2,62.1,60.0,6.19,6.13,3.83,3534
917,0.91,Ideal,E,SI2,62.0,55.0,6.19,6.21,3.85,3570
7833,0.56,Ideal,G,VVS2,61.8,55.0,5.29,5.31,3.28,1884
6732,0.3,Ideal,H,VS2,61.9,57.0,4.27,4.3,2.65,506
1949,0.9,Very Good,H,VVS2,63.0,56.0,6.11,6.14,3.86,4940
6368,0.93,Premium,E,SI2,62.3,58.0,6.25,6.21,3.86,3705
1,2.03,Very Good,J,SI2,62.0,58.0,8.06,8.12,5.05,13387
8032,0.7,Very Good,G,SI1,63.2,56.0,5.64,5.67,3.57,2331
6047,1.51,Very Good,G,VS1,62.2,58.0,7.31,7.37,4.56,14148
2720,1.2,Premium,F,SI2,62.0,59.0,6.76,6.68,4.17,4746
9992,0.83,Ideal,F,SI1,62.7,57.0,5.96,6.02,3.74,3156
3117,0.31,Ideal,G,VS2,61.8,55.0,4.36,4.34,2.69,544
9641,0.4,Premium,E,VS1,62.4,60.0,4.73,4.71,2.95,1097
